id,created_at,text
1182777761397723141,2019-10-11 21:59:27,dont get me wrong already had a lot of appreciation for bitcoin well before
362586555178680322,2013-07-31 14:52:25,rt top investors explain bitcoin a pandomonthly mashup this has been on everyones mind the last few mo
360117572353536000,2013-07-24 19:21:34,rt bitstamp bitcoin trading volume overtakes leading exchange mt gox for first time
